session_id	original_session_id
ses-18518000	ses-18518000
ses-18518001	ses-18518001
ses-18518002	ses-18518002
ses-18518003	ses-18518003
ses-18518004	ses-18518004
ses-18518005	ses-18518005
ses-18518010	ses-18518010
ses-18518011	ses-18518011
ses-18518012	ses-18518012
ses-18518013	ses-18518013
ses-18518014	ses-18518014
ses-18518015	ses-18518015
ses-18518016	ses-18518016
ses-18518017	ses-18518017
ses-18518018	ses-18518018
ses-18518019	ses-18518019
ses-18518020	ses-18518020
ses-18518021	ses-18518021
ses-18518022	ses-18518022
ses-18518023	ses-18518023
ses-18518024	ses-18518024
ses-18518025	ses-18518025
ses-18518026	ses-18518026
ses-18518027	ses-18518027
ses-18518028	ses-18518028
ses-18518029	ses-18518029
ses-18518030	ses-18518030
ses-18518031	ses-18518031
ses-18518032	ses-18518032
ses-18518033	ses-18518033
ses-18518034	ses-18518034
ses-18518035	ses-18518035
ses-18518036	ses-18518036
ses-18518037	ses-18518037
ses-18518038	ses-18518038
ses-18518039	ses-18518039
ses-18518040	ses-18518040
ses-18518041	ses-18518041
ses-18518042	ses-18518042
ses-18518043	ses-18518043
ses-18518044	ses-18518044
ses-18518045	ses-18518045
ses-18518046	ses-18518046
ses-18518047	ses-18518047
ses-18518048	ses-18518048
ses-18518049	ses-18518049
ses-18518050	ses-18518050
ses-18518051	ses-18518051
ses-18518052	ses-18518052
ses-18518053	ses-18518053
ses-18518054	ses-18518054
ses-18518055	ses-18518055
ses-18518056	ses-18518056
ses-18518057	ses-18518057
ses-18518058	ses-18518058
ses-18518059	ses-18518059
ses-18518060	ses-18518060
ses-18519000	ses-18519000
ses-18519001	ses-18519001
ses-18519002	ses-18519002
ses-18519003	ses-18519003
ses-18519004	ses-18519004
ses-18519005	ses-18519005
ses-18519006	ses-18519006
ses-18519007	ses-18519007
ses-18519008	ses-18519008
